ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price,url,price_in_billion
4597329,Imported,Used car,Pickup,0,Orange,Black,4,5,Diesel,2,Automatic,RFD,10.2,Ford,Ranger,2018,Ford Ranger Wildtrak 2.0L 4x2 AT 2018,"615 Million
",https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x2-at-2018-4597329,0.615
4598235,Domestic assembly,Used car,SUV,0,White,Cream,5,7,Diesel,2.2,Automatic,FWD,11.4,Kia,Sorento,2017,Kia Sorento DATH 2017 car,"699 Million
",https://bonbanh.com/xe-kia-sorento-dath-2017-4598235,0.699
4598651,Imported,Used car,SUV,0,White,Cream,5,7,Petrol,5.7,Automatic,AWD,14.8,Lexus,LX570,2015,Lexus LX 570 2015,"6 Billion 430 Million
",https://bonbanh.com/xe-lexus-lx-570-2015-4598651,6.43
4599350,Domestic assembly,Used car,SUV,0,White,Brown,5,7,Diesel,2.2,Automatic,AWD,10.3,Hyundai,Santa_Fe,2019,Hyundai SantaFe Premium 2.2L HTRAC 2019,"1 Billion 80 Million
",https://bonbanh.com/xe-hyundai-santafe-premium-2.2l-htrac-2019-4599350,1.08
4599467,Imported,Used car,Sedan,0,White,Black,4,5,Petrol,2,Automatic,FWD,9.2,Mazda,3,2009,Mazda 3S 2.0 AT 2009,"275 Million
",https://bonbanh.com/xe-mazda-3-s-2.0-at-2009-4599467,0.275
4599794,Imported,Used car,Sedan,0,Green,Cream,4,5,Petrol,2,Automatic,RFD,5,BMW,3_Series,2015,BMW 3 Series 320i 2015,"655 Million
",https://bonbanh.com/xe-bmw-3_series-320i-2015-4599794,0.655
4601784,Imported,Used car,Pickup,0,White,Colorful,4,5,Diesel,3.2,Automatic,4WD,10.8,Ford,Ranger,2017,Ford Ranger Wildtrak 3.2L 4x4 AT 2017,"680 Million
",https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-4601784,0.68
4602753,Domestic assembly,Used car,Crossover,2,White,Cream,5,5,Petrol,1.6,Automatic,FWD,8.2,Peugeot,3008,2022,Peugeot 3008 GT 2022,"1 Billion 200 Million
",https://bonbanh.com/xe-peugeot-3008-gt-2022-4602753,1.2
4603241,Imported,Used car,SUV,40,Black,Brown,5,7,Petrol,4.6,Automatic,AWD,13.8,Lexus,GX460,2015,Lexus GX 460 2015,"2 Billion 730 Million
",https://bonbanh.com/xe-lexus-gx-460-2015-4603241,2.73
4603881,Domestic assembly,Used car,SUV,0,White,Brown,5,7,Diesel,2.2,Automatic,AWD,9.9,Hyundai,Santa_Fe,2020,Hyundai SantaFe Premium 2.2L HTRAC 2020,"1 Billion 19 Million
",https://bonbanh.com/xe-hyundai-santafe-premium-2.2l-htrac-2020-4603881,1.019
4604527,Imported,Used car,Pickup,0,Brown,Cream,4,5,Diesel,2.5,Automatic,RFD,10.2,Nissan,Navara,2017,Nissan Navara EL Premium R 2017,"499 Million
",https://bonbanh.com/xe-nissan-navara-el-premium-r-2017-4604527,0.499
4606254,Imported,Used car,Sedan,0,Green,Cream,4,5,Petrol,2,Automatic,AWD,8.3,Audi,A5,2015,Audi A5 Sportback 2.0 2015,"755 Million
",https://bonbanh.com/xe-audi-a5-sportback-2.0-2015-4606254,0.755
4607985,Imported,Used car,Sedan,0,White,Black,4,5,Petrol,2,Automatic,FWD,7.5,Audi,A6,2015,Audi A6 2.0 TFSI 2015,"1 Billion 100 Million
",https://bonbanh.com/xe-audi-a6-2.0-tfsi-2015-4607985,1.1
4608439,Domestic assembly,Used car,Sedan,0,Black,Brown,4,5,Petrol,2,Automatic,RFD,9,Mercedes-Benz,E300,2021,Mercedes Benz E class E300 AMG 2021,"2 Billion 820 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-4608439,2.82
4609442,Domestic assembly,Used car,Sedan,0,White,Brown,4,5,Petrol,3,Automatic,RFD,4.1,Mercedes-Benz,S400L,2015,Mercedes Benz S class S400L 2015,"2 Billion 190 Million
",https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2015-4609442,2.19
4609828,Domestic assembly,Used car,Sedan,0,Green,Grey,4,5,Petrol,2.2,Manual,FWD,9.6,Toyota,Camry,1998,Toyota Camry GLi 2.2 1998,"165 Million
",https://bonbanh.com/xe-toyota-camry-gli-2.2-1998-4609828,0.165
4610793,Domestic assembly,Used car,SUV,50,Green,Black,5,5,Petrol,2,Automatic,RFD,9.4,Mercedes-Benz,GLC200,2022,Mercedes Benz GLC 200 2022,"1 Billion 779 Million
",https://bonbanh.com/xe-mercedes_benz-glc-200-2022-4610793,1.779
4610888,Domestic assembly,Used car,Hatchback,0,Green,Black,5,5,Petrol,0.8,Automatic,FWD,7.8,Chevrolet,Spark,2009,Chevrolet Spark LT 0.8 AT 2009,"140 Million
",https://bonbanh.com/xe-chevrolet-spark-lt-0.8-at-2009-4610888,0.14
4610943,Imported,Used car,SUV,0,Silver,Black,4,7,Petrol,3.6,Automatic,AWD,14.7,Audi,Q7,2008,Audi Q7 3.6 AT 2008,"398 Million
",https://bonbanh.com/xe-audi-q7-3.6-at-2008-4610943,0.398
4612545,Imported,Used car,SUV,0,White,Grey,5,7,Diesel,2.3,Manual,4WD,7,Ssangyong,Musso,2001,Ssangyong Musso 2.3 2001,"115 Million
",https://bonbanh.com/xe-ssangyong-musso-2.3-2001-4612545,0.115
4612634,Domestic assembly,Used car,Pickup,70,Black,Black,4,5,Diesel,2.5,Manual,4WD,13.4,Ford,Ranger,2003,Ford Ranger XLT 4x4 MT 2003,"125 Million
",https://bonbanh.com/xe-ford-ranger-xlt-4x4-mt-2003-4612634,0.125
4613006,Domestic assembly,Used car,SUV,0,Red,Black,5,7,Petrol,2,Automatic,RFD,9.1,VinFast,Lux_SA_2.0,2021,VinFast Lux SA 2.0 Plus 2.0 AT 2021 car,"899 Million
",https://bonbanh.com/xe-vinfast-lux_sa_2.0-plus-2.0-at-2021-4613006,0.899
4613363,Imported,Used car,SUV,0,Black,Black,5,7,Diesel,2,Automatic,4WD,10.8,Ford,Everest,2021,Ford Everest Titanium 2.0L 4x4 AT 2021,"1 Billion 89 Million
",https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2021-4613363,1.089
4613396,Domestic assembly,Used car,Sedan,0,Red,Colorful,4,5,Petrol,2,Automatic,FWD,8.5,Kia,Cerato,2019,Kia Cerato 2.0 AT Premium 2019 car,"539 Million
",https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2019-4613396,0.539
4614334,Imported,Used car,Pickup,0,Green,Colorful,4,5,Diesel,2.2,Manual,4WD,10.3,Ford,Ranger,2016,Ford Ranger XLT 2.2L 4x4 MT 2016,"555 Million
",https://bonbanh.com/xe-ford-ranger-xlt-2.2l-4x4-mt-2016-4614334,0.555
4614339,Imported,Used car,Pickup,0,Green,Colorful,4,5,Diesel,2.2,Automatic,RFD,10.3,Ford,Ranger,2016,Ford Ranger XLS 2.2L 4x2 AT 2016,"475 Million
",https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2016-4614339,0.475
4615681,Domestic assembly,Used car,SUV,0,Red,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2019,Mazda CX5 2.0 AT 2019 car,"766 Million
",https://bonbanh.com/xe-mazda-cx5-2.0-at-2019-4615681,0.766
4615690,Imported,Used car,Pickup,0,White,Brown,4,5,Diesel,2.4,Automatic,RFD,10.9,Toyota,Hilux,2019,Toyota Hilux 2.4E 4x2 AT 2019,"698 Million
",https://bonbanh.com/xe-toyota-hilux-2.4e-4x2-at-2019-4615690,0.698
4615698,Domestic assembly,Used car,Crossover,0,Red,Cream,5,5,Diesel,2,Automatic,FWD,10.2,Hyundai,Tucson,2020,Hyundai Tucson 2.0 AT CRDi 2020,"909 Million
",https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-2020-4615698,0.909
4617672,Domestic assembly,Used car,Sedan,0,White,Colorful,4,5,Petrol,1.5,Automatic,FWD,9.3,Toyota,Vios,2017,Toyota Vios 1.5E CVT 2017,"358 Million
",https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2017-4617672,0.358
4617979,Domestic assembly,Used car,Sedan,0,White,Cream,4,5,Petrol,1.6,Automatic,FWD,8.5,Kia,Cerato,2020,Kia Cerato 1.6 AT Luxury 2020,"615 Million
",https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2020-4617979,0.615
4618338,Imported,Used car,Sedan,0,White,Cream,4,5,Petrol,2,Automatic,RFD,5,BMW,3_Series,2014,BMW 3 Series 320i 2014,"650 Million
",https://bonbanh.com/xe-bmw-3_series-320i-2014-4618338,0.65
4619572,Imported,Used car,SUV,0,White,Brown,5,7,Petrol,5.7,Automatic,AWD,16.3,Lexus,LX570,2018,Lexus LX 570 Super Sport 2018,"7 Billion 950 Million
",https://bonbanh.com/xe-lexus-lx-570-super-sport-2018-4619572,7.95
4619652,Imported,Used car,SUV,0,White,Cream,5,7,Petrol,3.5,Automatic,AWD,10.6,Lexus,RX350L,2020,Lexus RX 350L 2020,"3 Billion 650 Million
",https://bonbanh.com/xe-lexus-rx-350l-2020-4619652,3.65
4620149,Domestic assembly,Used car,Sedan,40000,Black,Cream,4,5,Petrol,2,Automatic,RFD,7.2,Mercedes-Benz,C250,2015,Mercedes Benz C class C250 Exclusive 2015,"760 Million
",https://bonbanh.com/xe-mercedes_benz-c_class-c250-exclusive-2015-4620149,0.76
4621179,Imported,Used car,Sedan,200,Green,Cream,4,5,Petrol,4,Automatic,RFD,21,Bentley,Flying Spur,2021,Bentley Flying Spur First Edition V8 2021,"19 Billion 800 Million
",https://bonbanh.com/xe-bentley-flying_spur-first-edition-v8-2021-4621179,19.8
4621306,Domestic assembly,Used car,Sedan,0,Silver,Colorful,4,5,Petrol,1.5,Manual,FWD,8.5,Toyota,Vios,2012,Toyota Vios 1.5E 2012,"275 Million
",https://bonbanh.com/xe-toyota-vios-1.5e-2012-4621306,0.275
4622328,Domestic assembly,Used car,SUV,0,Black,Colorful,5,7,Petrol,2.4,Automatic,AWD,10.2,Hyundai,Santa_Fe,2021,Hyundai SantaFe Premium 2.4L HTRAC 2021,"1 Billion 39 Million
",https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.4l-htrac-2021-4622328,1.039
4622375,Imported,Used car,Hatchback,0,White,Black,5,5,Petrol,1.5,Automatic,FWD,6.2,Toyota,Yaris,2020,Toyota Yaris 1.5G 2020,"559 Million
",https://bonbanh.com/xe-toyota-yaris-1.5g-2020-4622375,0.559
4623343,Imported,Used car,Sedan,90,Black,Cream,4,4,Petrol,6,Automatic,AWD,12.4,Mercedes-Benz,S680,2022,Mercedes Benz Maybach S680 4Matic 2022,"15 Billion 999 Million
",https://bonbanh.com/xe-mercedes_benz-maybach-s680-4matic-2022-4623343,15.999
4623617,Imported,Used car,Van/Minivan,0,Black,Black,5,7,Petrol,3.5,Automatic,FWD,15.2,Toyota,Alphard,2019,Toyota Alphard Executive Lounge 2019 car,"4 Billion 200 Million
",https://bonbanh.com/xe-toyota-alphard-executive-lounge-2019-4623617,4.2
4623705,Domestic assembly,Used car,SUV,0,Red,Black,5,7,Diesel,2.2,Automatic,FWD,9.9,Hyundai,Santa_Fe,2020,Hyundai SantaFe 2.2L 2020,"850 Million
",https://bonbanh.com/xe-hyundai-santafe-2.2l-2020-4623705,0.85
4623947,Imported,Used car,SUV,0,Brown,Yellow,5,5,Petrol,3,Automatic,AWD,11.6,Porsche,Cayenne,2020,Porsche Cayenne 3.0 V6 2020,"5 Billion 686 Million
",https://bonbanh.com/xe-porsche-cayenne-3.0-v6-2020-4623947,5.686
4623995,Domestic assembly,Used car,SUV,300,Green,Cream,5,5,Petrol,2,Automatic,RFD,9.4,Mercedes-Benz,GLC200,2022,Mercedes Benz GLC 200 2022,"1 Billion 659 Million
",https://bonbanh.com/xe-mercedes_benz-glc-200-2022-4623995,1.659
4624266,Domestic assembly,Used car,SUV,160,Black,Cream,5,8,Petrol,2,Manual,RFD,9,Mitsubishi,Jolie,2005,Mitsubishi Jolie SS 2005,"138 Million
",https://bonbanh.com/xe-mitsubishi-jolie-ss-2005-4624266,0.138
4628152,Imported,Used car,SUV,0,White,Brown,5,5,Petrol,4,Automatic,AWD,11,Bentley,Bentayga,2021,Bentley Bentayga 4.0 V8 2021,"16 Billion 800 Million
",https://bonbanh.com/xe-bentley-bentayga-4.0-v8-2021-4628152,16.8
4628173,Domestic assembly,Used car,Sedan,0,Silver,Cream,4,5,Petrol,1.5,Manual,FWD,9.3,Toyota,Vios,2017,Toyota Vios 1.5E 2017,"350 Million
",https://bonbanh.com/xe-toyota-vios-1.5e-2017-4628173,0.35
4628304,Imported,Used car,SUV,0,White,Cream,5,7,Petrol,4.6,Automatic,AWD,15.6,Lexus,GX460,2011,Lexus GX 460 2011,"1 Billion 650 Million
",https://bonbanh.com/xe-lexus-gx-460-2011-4628304,1.65
4629173,Domestic assembly,Used car,Sedan,0,Black,Black,4,5,Petrol,3,Automatic,RFD,11.6,Mercedes-Benz,E400,2014,Mercedes Benz E class E400 2014,"1 Billion 10 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e400-2014-4629173,1.01
4629323,Imported,Used car,SUV,0,Black,Brown,5,5,Petrol,3.5,Automatic,AWD,12.2,Lexus,RX350,2010,Lexus RX 350 AWD 2010,"1 Billion 60 Million
",https://bonbanh.com/xe-lexus-rx-350-awd-2010-4629323,1.06
4630191,Imported,Used car,SUV,0,Black,Cream,5,7,Petrol,5.7,Automatic,AWD,16.3,Lexus,LX570,2008,Lexus LX 570 2008,"2 Billion 199 Million
",https://bonbanh.com/xe-lexus-lx-570-2008-4630191,2.199
4630367,Domestic assembly,Used car,Sedan,0,Red,Black,4,5,Petrol,2,Automatic,FWD,8,Mazda,6,2017,Mazda 6 2.0L Premium 2017,"595 Million
",https://bonbanh.com/xe-mazda-6-2.0l-premium-2017-4630367,0.595
4630454,Domestic assembly,Used car,SUV,0,Sand,Grey,5,8,Petrol,4.5,Manual,4WD,17.8,Toyota,Land_Cruiser,2004,Toyota Land Cruiser GX 4.5 2004,"483 Million
",https://bonbanh.com/xe-toyota-land_cruiser-gx-4.5-2004-4630454,0.483
4631751,Imported,Used car,Pickup,0,Orange,Colorful,4,5,Diesel,3.2,Automatic,4WD,10.3,Ford,Ranger,2016,Ford Ranger Wildtrak 3.2L 4x4 AT 2016,"689 Million
",https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-4631751,0.689
4632257,Imported,Used car,SUV,0,Green,Black,5,5,Petrol,3,Automatic,AWD,13.5,Maserati,Levante,2018,Maserati Levante 3.0 V6 2018,"3 Billion 979 Million
",https://bonbanh.com/xe-maserati-levante-3.0-v6-2018-4632257,3.979
4632608,Imported,Used car,SUV,0,White,Black,5,5,Petrol,2,Automatic,AWD,8,Audi,Q5,2016,Audi Q5 2.0 AT 2016,"1 Billion 50 Million
",https://bonbanh.com/xe-audi-q5-2.0-at-2016-4632608,1.05
4632639,Imported,Used car,Sedan,0,Yellow,Cream,4,5,Petrol,2.5,Automatic,FWD,6.8,Renault,Latitude,2015,Renault Latitude 2.5 AT 2015,"435 Million
",https://bonbanh.com/xe-renault-latitude-2.5-at-2015-4632639,0.435
4632725,Domestic assembly,Used car,Van/Minivan,0,Silver,Different color,4,16,Diesel,2.4,Manual,RFD,9.5,Ford,Transit,2013,Ford Transit 2.4L 2013,"350 Million
",https://bonbanh.com/xe-ford-transit-2.4l-2013-4632725,0.35
4633639,Imported,Used car,Sedan,0,Yellow,Cream,4,5,Petrol,2,Automatic,RFD,5,BMW,3_Series,2014,BMW 3 Series 320i GT 2014,"599 Million
",https://bonbanh.com/xe-bmw-3_series-320i-gt-2014-4633639,0.599
4633825,Domestic assembly,Used car,Sedan,0,Black,Cream,4,5,Petrol,2.4,Automatic,FWD,8.9,Toyota,Camry,2007,Toyota Camry 2.4G 2007,"335 Million
",https://bonbanh.com/xe-toyota-camry-2.4g-2007-4633825,0.335
4633869,Imported,Used car,SUV,0,Brown,Black,5,7,Diesel,2.2,Automatic,FWD,11,Hyundai,Santa_Fe,2014,Hyundai SantaFe 2.2L 2014,"639 Million
",https://bonbanh.com/xe-hyundai-santafe-2.2l-2014-4633869,0.639
4634356,Domestic assembly,Used car,Sedan,0,Black,Brown,4,5,Petrol,2,Automatic,RFD,6.6,Mercedes-Benz,E200,2014,Mercedes Benz E class E200 2014,"720 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e200-2014-4634356,0.72
4634357,Imported,Used car,Sedan,0,White,Grey,4,5,Petrol,2,Automatic,RFD,5,BMW,3_Series,2014,BMW 3 Series 320i 2014,"778 Million
",https://bonbanh.com/xe-bmw-3_series-320i-2014-4634357,0.778
4636595,Domestic assembly,Used car,Crossover,300,Green,Black,5,5,Electric,1.8,Automatic,FWD,1.65,VinFast,VF_e34,2022,VinFast VF e34 AT 2022 car,"520 Million
",https://bonbanh.com/xe-vinfast-vf-e34-at-2022-4636595,0.52
4636983,Domestic assembly,Used car,Sedan,0,Black,Cream,4,5,Petrol,3,Automatic,RFD,3.7,Mercedes-Benz,S450L,2020,Mercedes Benz S class S450L 2020,"3 Billion 379 Million
",https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2020-4636983,3.379
4638425,Imported,Used car,SUV,0,White,Black,5,7,Petrol,2,Automatic,AWD,9.6,Volvo,XC90,2015,Volvo XC90 T6 2.0 AT 2015,"2 Billion 199 Million
",https://bonbanh.com/xe-volvo-xc90-t6-2.0-at-2015-4638425,2.199
4640083,Domestic assembly,Used car,SUV,0,Green,Grey,5,8,Petrol,2,Manual,RFD,9,Mitsubishi,Jolie,2005,Mitsubishi Jolie SS 2005,"135 Million
",https://bonbanh.com/xe-mitsubishi-jolie-ss-2005-4640083,0.135
4641111,Domestic assembly,Used car,Sedan,0,White,Brown,4,5,Petrol,2,Automatic,RFD,7.8,Mercedes-Benz,E200,2017,Mercedes Benz E class E200 2017,"1 Billion 460 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e200-2017-4641111,1.46
4641115,Imported,Used car,Hatchback,0,Cream,Black,5,5,Petrol,1,Automatic,FWD,7.1,Kia,Morning,2012,Kia Morning 1.0 AT 2012 car,"265 Million
",https://bonbanh.com/xe-kia-morning-1.0-at-2012-4641115,0.265
4642020,Domestic assembly,Used car,Sedan,19,Grey,Brown,4,5,Petrol,1.5,Automatic,RFD,4.4,Mercedes-Benz,C200,2022,Mercedes Benz C class C200 Avantgarde 2022,"1 Billion 399 Million
",https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-4642020,1.399
4642106,Domestic assembly,Used car,SUV,17,Black,Brown,5,5,Petrol,2,Automatic,AWD,9.4,Mercedes-Benz,GLC300,2022,Mercedes Benz GLC 300 4Matic 2022,"2 Billion 400 Million
",https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4642106,2.4
4642119,Domestic assembly,Used car,SUV,19,Black,Black,5,5,Petrol,2,Automatic,AWD,9.4,Mercedes-Benz,GLC300,2022,Mercedes Benz GLC 300 4Matic 2022,"2 Billion 250 Million
",https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4642119,2.25
4642200,Domestic assembly,Used car,SUV,17,Green,Black,5,5,Petrol,2,Automatic,AWD,9.4,Mercedes-Benz,GLC300,2022,Mercedes Benz GLC 300 4Matic 2022,"2 Billion 250 Million
",https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4642200,2.25
4642243,Domestic assembly,Used car,Sedan,10,Black,Brown,4,5,Petrol,1.5,Automatic,RFD,8.7,Mercedes-Benz,E180,2022,Mercedes Benz E class E180 2022,"1 Billion 888 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e180-2022-4642243,1.888
4642277,Imported,Used car,SUV,0,Black,Brown,5,5,Petrol,4,Automatic,AWD,13.1,Mercedes-Benz,G63,2021,Mercedes Benz G class G63 AMG 2021,"13 Billion 500 Million
",https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2021-4642277,13.5
4642993,Domestic assembly,Used car,Van/Minivan,0,Red,Grey,5,2,Petrol,0.8,Manual,FWD,7.8,Chevrolet,Spark Van,2011,Chevrolet Spark Van 0.8 MT 2011,"99 Million
",https://bonbanh.com/xe-chevrolet-spark-van-0.8-mt-2011-4642993,0.099
4643375,Imported,Used car,Van/Minivan,0,Grey,Cream,5,2,Petrol,1,Automatic,FWD,8.3,Kia,Morning,2014,Kia Morning Van 1.0 AT 2014,"210 Million
",https://bonbanh.com/xe-kia-morning-van-1.0-at-2014-4643375,0.21
4644444,Domestic assembly,Used car,SUV,0,Grey,Cream,5,5,Petrol,2,Automatic,AWD,4.2,Mercedes-Benz,GLC300,2021,Mercedes Benz GLC 300 4Matic 2021,"2 Billion 99 Million
",https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-4644444,2.099
4644534,Imported,Used car,SUV,0,Silver,Cream,5,5,Petrol,4,Automatic,AWD,8,Mercedes-Benz,G63,2020,Mercedes Benz G class G63 AMG 2020,"9 Billion 979 Million
",https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2020-4644534,9.979
4644679,Imported,Used car,Pickup,0,Silver,Colorful,4,5,Diesel,2.2,Manual,RFD,11.4,Ford,Ranger,2014,Ford Ranger XLS 2.2L 4x2 MT 2014,"385 Million
",https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2014-4644679,0.385
4645303,Domestic assembly,Used car,SUV,0,Grey,Grey,5,8,Petrol,4.5,Manual,4WD,17.8,Toyota,Land_Cruiser,2007,Toyota Land Cruiser GX 4.5 2007,"910 Million
",https://bonbanh.com/xe-toyota-land_cruiser-gx-4.5-2007-4645303,0.91
4645896,Imported,Used car,SUV,0,Black,Cream,5,7,Petrol,4.7,Automatic,AWD,16.4,Lexus,GX470,2007,Lexus GX 470 2007,"960 Million
",https://bonbanh.com/xe-lexus-gx-470-2007-4645896,0.96
4646091,Imported,Used car,Pickup,0,Different color,Different color,4,5,Diesel,3.2,Automatic,4WD,10.8,Ford,Ranger,2017,Ford Ranger Wildtrak 3.2L 4x4 AT 2017,"755 Million
",https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-4646091,0.755
4646999,Imported,Used car,Hatchback,0,Red,Black,5,5,Petrol,1.5,Automatic,FWD,7,Honda,Jazz,2018,Honda Jazz RS 2018,"470 Million
",https://bonbanh.com/xe-honda-jazz-rs-2018-4646999,0.47
4647775,Imported,Used car,Sedan,0,Grey,Black,4,5,Petrol,2,Automatic,FWD,7.7,Audi,A6,2014,Audi A6 2.0 TFSI 2014,"870 Million
",https://bonbanh.com/xe-audi-a6-2.0-tfsi-2014-4647775,0.87
4648771,Domestic assembly,Used car,Sedan,0,Black,Black,4,5,Petrol,1.6,Manual,FWD,7.1,Chevrolet,Cruze,2014,Chevrolet Cruze LS 1.6 MT 2014,"270 Million
",https://bonbanh.com/xe-chevrolet-cruze-ls-1.6-mt-2014-4648771,0.27
4650615,Domestic assembly,Used car,SUV,0,Black,Colorful,5,7,Petrol,2.4,Automatic,AWD,9.9,Hyundai,Santa_Fe,2020,Hyundai SantaFe Premium 2.4L HTRAC 2020,"889 Million
",https://bonbanh.com/xe-hyundai-santafe-premium-2.4l-htrac-2020-4650615,0.889
4651232,Imported,Used car,Truck,0,White,Grey,2,3,Diesel,0,Manual,RFD,7,Hyundai,Porter,2013,Hyundai Porter 2013,"290 Million
",https://bonbanh.com/xe-hyundai-porter--2013-4651232,0.29
4651437,Domestic assembly,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,1.25,Manual,FWD,8.3,Kia,Morning,2018,Kia Morning EX 2018 car,"249 Million
",https://bonbanh.com/xe-kia-morning-ex-2018-4651437,0.249
4651445,Domestic assembly,Used car,Sedan,0,Black,Black,4,5,Petrol,2.5,Automatic,FWD,7.8,Toyota,Camry,2013,Toyota Camry 2.5Q 2013,"575 Million
",https://bonbanh.com/xe-toyota-camry-2.5q-2013-4651445,0.575
4651724,Imported,Used car,Pickup,0,White,Colorful,4,5,Diesel,3.2,Automatic,4WD,11.5,Mazda,BT50,2014,Mazda BT50 3.2L 4x4 AT 2014,"350 Million
",https://bonbanh.com/xe-mazda-bt50-3.2l-4x4-at-2014-4651724,0.35
4651871,Imported,Used car,Convertible/Cabriolet,0,Red,Black,2,4,Petrol,2.3,Automatic,RFD,2.4,Ford,Mustang,2021,Ford Mustang 2.3 EcoBoost Convertbile 2021,"3 Billion 550 Million
",https://bonbanh.com/xe-ford-mustang-2.3-ecoboost-convertbile-2021-4651871,3.55
4652524,Domestic assembly,Used car,SUV,0,White,Black,5,7,Diesel,2.5,Automatic,RFD,10.6,Mitsubishi,Pajero_Sport,2014,Mitsubishi Pajero Sport D 4x2 AT 2014,"485 Million
",https://bonbanh.com/xe-mitsubishi-pajero-sport-d-4x2-at-2014-4652524,0.485
4652673,Domestic assembly,Used car,SUV,0,Green,Grey,5,8,Petrol,1.8,Manual,RFD,7,Toyota,Zace,2000,Toyota Zace GL 2000 car,"129 Million
",https://bonbanh.com/xe-toyota-zace-gl-2000-4652673,0.129
4656161,Imported,Used car,Sedan,0,Black,Cream,4,5,Petrol,2.5,Automatic,FWD,6.8,Toyota,Camry,2022,Toyota Camry 2.5Q 2022,"1 Billion 299 Million
",https://bonbanh.com/xe-toyota-camry-2.5q-2022-4656161,1.299
4657109,Domestic assembly,Used car,Sedan,0,Black,Cream,4,5,Petrol,2,Automatic,FWD,7.8,Toyota,Camry,2012,Toyota Camry 2.0E 2012,"410 Million
",https://bonbanh.com/xe-toyota-camry-2.0e-2012-4657109,0.41
4657520,Domestic assembly,Used car,Sedan,0,White,Black,4,5,Petrol,2,Automatic,FWD,7.7,Mazda,3,2017,Mazda 3 2.0 AT 2017,"460 Million
",https://bonbanh.com/xe-mazda-3-2.0-at-2017-4657520,0.46
4657784,Imported,Used car,Pickup,0,Red,Colorful,4,5,Diesel,2.2,Automatic,RFD,10.8,Ford,Ranger,2017,Ford Ranger XLS 2.2L 4x2 AT 2017,"536 Million
",https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2017-4657784,0.536
4658004,Imported,Used car,SUV,0,Black,Cream,5,5,Petrol,3,Automatic,AWD,11.8,BMW,X6,2008,BMW X6 xDrive35i 2008,"550 Million
",https://bonbanh.com/xe-bmw-x6-xdrive35i-2008-4658004,0.55
4658765,Domestic assembly,Used car,Sedan,0,White,Grey,4,5,Petrol,1.6,Automatic,FWD,7.6,Hyundai,Elantra,2017,Hyundai Elantra 1.6 AT 2017,"455 Million
",https://bonbanh.com/xe-hyundai-elantra-1.6-at-2017-4658765,0.455
4658824,Imported,Used car,Sedan,0,Black,Grey,4,5,Petrol,6,Automatic,RFD,21,Bentley,Flying Spur,2008,Bentley Flying Spur Speed 2008,"1 Billion 700 Million
",https://bonbanh.com/xe-bentley-flying_spur-speed-2008-4658824,1.7
4659616,Imported,Used car,SUV,0,White,Red,5,5,Petrol,4,Automatic,AWD,13.1,Mercedes-Benz,G63,2021,Mercedes Benz G class G63 AMG 2021,"12 Billion 800 Million
",https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2021-4659616,12.8
4659640,Imported,Used car,Sedan,0,Black,Cream,4,5,Petrol,2,Automatic,FWD,12.5,Nissan,Teana,2010,Nissan Teana 2.0 AT 2010 car,"325 Million
",https://bonbanh.com/xe-nissan-teana-2.0-at-2010-4659640,0.325
